Bug_ID,Version,Affected_File(s)
HIVE-15778,2.1.1,metastore/src/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java
HIVE-15767,2.1.1,ql/src/java/org/apache/hadoop/hive/ql/exec/spark/RemoteHiveSparkClient.java
HIVE-15746,2.1.1,ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFStringToMap.java
HIVE-15679,2.2.0,metastore/src/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java
HIVE-15386,2.1.1,ql/src/java/org/apache/hadoop/hive/ql/exec/spark/SparkTask.java
HIVE-15137,2.2.0,metastore/src/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java
HIVE-14865,2.1.1,ql/src/java/org/apache/hadoop/hive/ql/io/AcidUtils.java
HIVE-14766,2.2.0,itests/hive-unit/src/test/java/org/apache/hadoop/hive/metastore/FakeDerby.java;itests/hive-unit/src/test/java/org/apache/hadoop/hive/metastore/TestObjectStoreInitRetry.java;metastore/src/java/org/apache/hadoop/hive/metastore/ObjectStore.java
HIVE-14706,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/Optimizer.java
HIVE-14634,2.1.1,hcatalog/streaming/src/java/org/apache/hive/hcatalog/streaming/HiveEndPoint.java;hcatalog/streaming/src/test/org/apache/hive/hcatalog/streaming/TestStreaming.java;metastore/src/java/org/apache/hadoop/hive/metastore/txn/TxnHandler.java
HIVE-14447,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/exec/mr/MapredLocalTask.java
HIVE-14446,2.2.0,common/src/java/org/apache/hadoop/hive/conf/HiveConf.java;common/src/test/org/apache/hive/common/util/TestBloomFilter.java;ql/src/java/org/apache/hadoop/hive/ql/exec/persistence/HybridHashTableContainer.java
HIVE-14414,2.2.0,itests/hive-unit/src/test/java/org/apache/hadoop/hive/metastore/TestHiveMetaStoreTxns.java
HIVE-14357,2.1.1,ql/src/test/org/apache/hadoop/hive/ql/TestTxnCommands.java;ql/src/test/org/apache/hadoop/hive/ql/lockmgr/TestDbTxnManager2.java
HIVE-14350,2.1.1,ql/src/java/org/apache/hadoop/hive/ql/io/AcidUtils.java;common/src/java/org/apache/hadoop/hive/common/ValidCompactorTxnList.java;common/src/java/org/apache/hadoop/hive/common/ValidReadTxnList.java;common/src/java/org/apache/hadoop/hive/common/ValidTxnList.java;common/src/test/org/apache/hadoop/hive/common/TestValidReadTxnList.java;itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/txn/compactor/TestCompactor.java;metastore/src/gen/thrift/gen-cpp/hive_metastore_types.cpp;metastore/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/GetOpenTxnsResponse.java;metastore/src/java/org/apache/hadoop/hive/metastore/txn/TxnHandler.java;metastore/src/java/org/apache/hadoop/hive/metastore/txn/TxnUtils.java;metastore/src/test/org/apache/hadoop/hive/metastore/txn/TestValidCompactorTxnList.java;ql/src/java/org/apache/hadoop/hive/ql/io/AcidUtils.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcInputFormat.java;ql/src/test/org/apache/hadoop/hive/ql/TestTxnCommands2.java;ql/src/test/org/apache/hadoop/hive/ql/io/TestAcidUtils.java;ql/src/test/org/apache/hadoop/hive/ql/io/orc/TestOrcRawRecordMerger.java
HIVE-14348,2.1.1,ql/src/java/org/apache/hadoop/hive/ql/parse/DDLSemanticAnalyzer.java;ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzerFactory.java;ql/src/java/org/apache/hadoop/hive/ql/plan/HiveOperation.java;ql/src/java/org/apache/hadoop/hive/ql/security/authorization/plugin/sqlstd/Operation2Privilege.java
HIVE-14346,2.2.0,common/src/java/org/apache/hadoop/hive/conf/HiveConf.java
HIVE-14311,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/lockmgr/DbTxnManager.java
HIVE-17803,2.2.0,hcatalog/core/src/main/java/org/apache/hive/hcatalog/mapreduce/FileOutputCommitterContainer.java
HIVE-17621,2.2.0,hcatalog/core/src/main/java/org/apache/hive/hcatalog/common/HCatUtil.java;hcatalog/core/src/main/java/org/apache/hive/hcatalog/mapreduce/HCatBaseInputFormat.java
HIVE-17620,2.3.0,ql/src/java/org/apache/hadoop/hive/ql/Context.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/GenMapRedUtils.java;ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java;ql/src/test/org/apache/hadoop/hive/ql/exec/TestContext.java
HIVE-17576,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezProcessor.java
HIVE-17574,2.2.0,common/src/java/org/apache/hadoop/hive/conf/HiveConf.java;ql/src/java/org/apache/hadoop/hive/ql/exec/Utilities.java;ql/src/java/org/apache/hadoop/hive/ql/exec/tez/DagUtils.java;ql/src/java/org/apache/hadoop/hive/ql/session/SessionState.java;ql/src/java/org/apache/hadoop/hive/ql/util/ResourceDownloader.java;ql/src/test/org/apache/hadoop/hive/ql/session/TestAddResource.java
HIVE-17472,2.2.0,metastore/src/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java
HIVE-17391,2.3.0,common/src/java/org/apache/hadoop/hive/common/StringableMap.java;ql/src/test/org/apache/hadoop/hive/ql/TestTxnCommands2.java
HIVE-17275,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/exec/AbstractFileMergeOperator.java;ql/src/java/org/apache/hadoop/hive/ql/parse/GenTezUtils.java
HIVE-17240,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/udf/UDFAcos.java;ql/src/java/org/apache/hadoop/hive/ql/udf/UDFAsin.java;vector-code-gen/src/org/apache/hadoop/hive/tools/GenVectorCode.java
HIVE-17233,2.2.0,hcatalog/core/src/main/java/org/apache/hive/hcatalog/mapreduce/HCatBaseInputFormat.java
HIVE-17218,2.2.0,jdbc/src/java/org/apache/hive/jdbc/HiveConnection.java;metastore/src/java/org/apache/hadoop/hive/metastore/HiveMetaStoreClient.java;shims/common/src/main/java/org/apache/hadoop/hive/thrift/HadoopThriftAuthBridge.java
HIVE-17188,2.2.0,metastore/src/java/org/apache/hadoop/hive/metastore/ObjectStore.java
HIVE-17181,2.2.0,hcatalog/core/src/main/java/org/apache/hive/hcatalog/mapreduce/HCatBaseOutputFormat.java;hcatalog/core/src/test/java/org/apache/hive/hcatalog/mapreduce/TestHCatOutputFormat.java
HIVE-17085,2.3.0,ql/src/java/org/apache/hadoop/hive/ql/exec/OrcFileMergeOperator.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcFileKeyWrapper.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcFileStripeMergeRecordReader.java
HIVE-16958,2.3.0,ql/src/java/org/apache/hadoop/hive/ql/io/parquet/ProjectionPusher.java
HIVE-16832,2.2.0,common/src/java/org/apache/hadoop/hive/conf/HiveConf.java;hcatalog/streaming/src/java/org/apache/hive/hcatalog/streaming/mutate/worker/BucketIdResolverImpl.java;hcatalog/streaming/src/java/org/apache/hive/hcatalog/streaming/mutate/worker/MutatorCoordinator.java;hcatalog/streaming/src/java/org/apache/hive/hcatalog/streaming/mutate/worker/MutatorImpl.java;hcatalog/streaming/src/test/org/apache/hive/hcatalog/streaming/mutate/StreamingAssert.java;hcatalog/streaming/src/test/org/apache/hive/hcatalog/streaming/mutate/TestMutations.java;hcatalog/streaming/src/test/org/apache/hive/hcatalog/streaming/mutate/worker/TestBucketIdResolverImpl.java;hcatalog/streaming/src/test/org/apache/hive/hcatalog/streaming/mutate/worker/TestMutatorImpl.java;ql/src/java/org/apache/hadoop/hive/ql/exec/FileSinkOperator.java;ql/src/java/org/apache/hadoop/hive/ql/io/AcidOutputFormat.java;ql/src/java/org/apache/hadoop/hive/ql/io/AcidUtils.java;ql/src/java/org/apache/hadoop/hive/ql/io/BucketCodec.java;ql/src/java/org/apache/hadoop/hive/ql/io/RecordIdentifier.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcInputFormat.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcRawRecordMerger.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcRecordUpdater.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/VectorizedOrcAcidRowBatchReader.java;ql/src/java/org/apache/hadoop/hive/ql/parse/UpdateDeleteSemanticAnalyzer.java;ql/src/java/org/apache/hadoop/hive/ql/udf/UDFToInteger.java;ql/src/test/org/apache/hadoop/hive/ql/TestTxnCommands.java;ql/src/test/org/apache/hadoop/hive/ql/TestTxnCommands2.java;ql/src/test/org/apache/hadoop/hive/ql/TestTxnCommands2WithSplitUpdate.java;ql/src/test/org/apache/hadoop/hive/ql/io/TestAcidUtils.java;ql/src/test/org/apache/hadoop/hive/ql/io/orc/TestInputOutputFormat.java;ql/src/test/org/apache/hadoop/hive/ql/io/orc/TestOrcRawRecordMerger.java;ql/src/test/org/apache/hadoop/hive/ql/io/orc/TestOrcRecordUpdater.java;ql/src/test/org/apache/hadoop/hive/ql/io/orc/TestVectorizedOrcAcidRowBatchReader.java
HIVE-16465,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/io/parquet/vector/VectorizedParquetRecordReader.java
HIVE-16347,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/metadata/HiveMetaStoreChecker.java;ql/src/test/org/apache/hadoop/hive/ql/metadata/TestHiveMetaStoreChecker.java
HIVE-16333,2.2.0,metastore/src/java/org/apache/hadoop/hive/metastore/txn/TxnHandler.java
HIVE-16329,2.2.0,llap-common/src/java/org/apache/hadoop/hive/llap/LlapDaemonInfo.java;llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/LlapDaemon.java;llap-server/src/test/org/apache/hadoop/hive/llap/daemon/MiniLlapCluster.java;ql/src/java/org/apache/hadoop/hive/ql/exec/GroupByOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/TopNHash.java
HIVE-16299,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/metadata/HiveMetaStoreChecker.java;ql/src/test/org/apache/hadoop/hive/ql/metadata/TestHiveMetaStoreChecker.java
HIVE-16282,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/exec/tez/DagUtils.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/DynamicPartitionPruningOptimization.java;ql/src/java/org/apache/hadoop/hive/ql/parse/GenTezUtils.java;ql/src/java/org/apache/hadoop/hive/ql/parse/GenTezWork.java;ql/src/java/org/apache/hadoop/hive/ql/plan/ReduceSinkDesc.java;ql/src/java/org/apache/hadoop/hive/ql/plan/ReduceWork.java;ql/src/java/org/apache/hadoop/hive/ql/plan/TezEdgeProperty.java
HIVE-16254,2.2.0,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/TestReplicationScenarios.java;metastore/src/java/org/apache/hadoop/hive/metastore/messaging/EventUtils.java;metastore/src/java/org/apache/hadoop/hive/metastore/messaging/event/filters/AndFilter.java;metastore/src/java/org/apache/hadoop/hive/metastore/messaging/event/filters/BasicFilter.java;metastore/src/java/org/apache/hadoop/hive/metastore/messaging/event/filters/DatabaseAndTableFilter.java;metastore/src/java/org/apache/hadoop/hive/metastore/messaging/event/filters/EventBoundaryFilter.java;metastore/src/java/org/apache/hadoop/hive/metastore/messaging/event/filters/MessageFormatFilter.java;ql/src/java/org/apache/hadoop/hive/ql/parse/ReplicationSemanticAnalyzer.java;ql/src/test/org/apache/hadoop/hive/ql/parse/TestReplicationSemanticAnalyzer.java
HIVE-16219,2.2.0,metastore/src/java/org/apache/hadoop/hive/metastore/messaging/PartitionFiles.java;metastore/src/java/org/apache/hadoop/hive/metastore/messaging/json/JSONMessageDeserializer.java;metastore/src/test/org/apache/hadoop/hive/metastore/messaging/json/JSONMessageDeserializerTest.java
HIVE-16208,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/exec/vector/VectorGroupByOperator.java
HIVE-16193,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/CompactorMR.java;ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/CompactorMR.java
HIVE-16190,2.2.0,ql/src/test/org/apache/hadoop/hive/ql/TestTxnCommands.java;ql/src/test/org/apache/hadoop/hive/ql/parse/TestMergeStatement.java
HIVE-16187,2.2.0,ql/src/test/org/apache/hadoop/hive/ql/exec/tez/TestHostAffinitySplitLocationProvider.java
HIVE-16180,2.2.0,llap-server/src/java/org/apache/hadoop/hive/llap/cache/SimpleAllocator.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/encoded/EncodedReaderImpl.java
HIVE-16174,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/Driver.java
HIVE-16150,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/io/HiveInputFormat.java
HIVE-16117,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveProjectSortTransposeRule.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveSortProjectTransposeRule.java
HIVE-16109,2.2.0,metastore/src/java/org/apache/hadoop/hive/metastore/txn/TxnHandler.java;ql/src/test/org/apache/hadoop/hive/ql/lockmgr/TestDbTxnManager.java
HIVE-16103,2.2.0,llap-client/src/java/org/apache/hadoop/hive/llap/registry/impl/LlapZookeeperRegistryImpl.java;llap-tez/src/java/org/apache/hadoop/hive/llap/tezplugins/LlapTaskSchedulerService.java
HIVE-16102,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/ErrorMsg.java;ql/src/java/org/apache/hadoop/hive/ql/exec/GroupByOperator.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveExpandDistinctAggregatesRule.java;ql/src/java/org/apache/hadoop/hive/ql/parse/CalcitePlanner.java;ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
HIVE-16101,2.2.0,beeline/src/java/org/apache/hive/beeline/util/QFileClient.java
HIVE-16094,2.2.0,llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/AMReporter.java;llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/ContainerRunnerImpl.java;llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/TaskRunnerCallable.java;llap-tez/src/java/org/apache/hadoop/hive/llap/tezplugins/LlapTaskCommunicator.java
HIVE-16072,2.2.0,llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/LlapDaemon.java;llap-server/src/java/org/apache/hadoop/hive/llap/metrics/LlapDaemonJvmInfo.java;llap-server/src/java/org/apache/hadoop/hive/llap/metrics/LlapDaemonJvmMetrics.java
HIVE-16057,2.2.0,beeline/src/java/org/apache/hive/beeline/HiveSchemaTool.java;itests/hive-unit/src/test/java/org/apache/hive/beeline/TestSchemaTool.java;beeline/src/java/org/apache/hive/beeline/HiveSchemaTool.java;beeline/src/java/org/apache/hive/beeline/HiveSchemaTool.java
HIVE-16054,2.2.0,llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/AMReporter.java;llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/ContainerRunnerImpl.java;llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/TaskRunnerCallable.java
HIVE-16050,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/exec/FunctionRegistry.java
HIVE-16043,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezSessionPoolManager.java
HIVE-16034,2.2.0,druid-handler/src/java/org/apache/hadoop/hive/druid/io/DruidOutputFormat.java
HIVE-16028,2.2.0,itests/util/src/main/java/org/apache/hadoop/hive/ql/security/authorization/plugin/sqlstd/SQLStdHiveAuthorizationValidatorForTest.java;ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
HIVE-16024,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/metadata/HiveMetaStoreChecker.java
HIVE-16023,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/stats/annotation/StatsRulesProcFactory.java
HIVE-16013,2.2.0,llap-tez/src/java/org/apache/hadoop/hive/llap/tezplugins/LlapTaskSchedulerService.java;llap-tez/src/test/org/apache/hadoop/hive/llap/tezplugins/TestLlapTaskSchedulerService.java
HIVE-16007,2.2.0,jdbc/src/java/org/apache/hive/jdbc/HiveStatement.java
HIVE-15999,2.2.0,ql/src/test/org/apache/hadoop/hive/ql/lockmgr/TestDbTxnManager2.java
HIVE-15994,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/parse/CalcitePlanner.java;ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
HIVE-15992,2.2.0,llap-tez/src/java/org/apache/hadoop/hive/llap/tezplugins/LlapTaskCommunicator.java
HIVE-15990,2.2.0,druid-handler/src/java/org/apache/hadoop/hive/druid/serde/DruidSerDe.java
HIVE-15971,2.2.0,llap-client/src/java/org/apache/hadoop/hive/llap/registry/impl/LlapRegistryService.java;llap-tez/src/java/org/apache/hadoop/hive/llap/tezplugins/LlapTaskCommunicator.java
HIVE-15958,2.2.0,llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/AMReporter.java;llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/ContainerRunnerImpl.java;llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/QueryInfo.java;llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/QueryTracker.java;llap-server/src/test/org/apache/hadoop/hive/llap/daemon/impl/TaskExecutorTestHelpers.java
HIVE-15951,2.2.0,druid-handler/src/java/org/apache/hadoop/hive/druid/io/DruidRecordWriter.java
HIVE-15914,2.2.0,druid-handler/src/test/org/apache/hadoop/hive/ql/io/DruidRecordWriterTest.java
HIVE-15906,2.2.0,jdbc/src/java/org/apache/hive/jdbc/HiveConnection.java;service-rpc/src/gen/thrift/gen-cpp/TCLIService_types.cpp;service-rpc/src/gen/thrift/gen-javabean/org/apache/hive/service/rpc/thrift/TOpenSessionReq.java;service-rpc/src/gen/thrift/gen-javabean/org/apache/hive/service/rpc/thrift/TOpenSessionResp.java;service-rpc/src/gen/thrift/gen-javabean/org/apache/hive/service/rpc/thrift/TProtocolVersion.java
HIVE-15900,2.2.0,beeline/src/java/org/apache/hive/beeline/Commands.java;itests/hive-unit/src/main/java/org/apache/hive/jdbc/miniHS2/MiniHS2.java;itests/hive-unit/src/test/java/org/apache/hive/beeline/TestBeeLineWithArgs.java;itests/hive-unit/src/test/java/org/apache/hive/service/cli/operation/TestOperationLoggingAPIWithTez.java
HIVE-15891,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/Context.java;ql/src/java/org/apache/hadoop/hive/ql/ErrorMsg.java;ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java;ql/src/java/org/apache/hadoop/hive/ql/parse/UpdateDeleteSemanticAnalyzer.java
HIVE-15886,2.2.0,llap-tez/src/java/org/apache/hadoop/hive/llap/tezplugins/LlapTaskCommunicator.java
HIVE-15877,2.2.0,druid-handler/src/java/org/apache/hadoop/hive/druid/DruidStorageHandler.java;druid-handler/src/java/org/apache/hadoop/hive/druid/DruidStorageHandlerUtils.java;metastore/src/java/org/apache/hadoop/hive/metastore/HiveMetaStoreClient.java
HIVE-15855,2.2.0,hplsql/src/main/java/org/apache/hive/hplsql/Exec.java
HIVE-15850,2.2.0,druid-handler/src/java/org/apache/hadoop/hive/druid/io/DruidQueryBasedInputFormat.java;druid-handler/src/test/org/apache/hadoop/hive/druid/TestHiveDruidQueryBasedInputFormat.java
HIVE-15849,2.2.0,hplsql/src/test/java/org/apache/hive/hplsql/TestHplsqlUdf.java;hplsql/src/main/java/org/apache/hive/hplsql/Udf.java;hplsql/src/test/java/org/apache/hive/hplsql/TestHplsqlUdf.java
HIVE-15847,2.2.0,common/src/java/org/apache/hadoop/hive/common/log/InPlaceUpdate.java;ql/src/java/org/apache/hadoop/hive/ql/exec/tez/monitoring/DAGSummary.java;ql/src/java/org/apache/hadoop/hive/ql/exec/tez/monitoring/RenderStrategy.java;ql/src/java/org/apache/hadoop/hive/ql/exec/tez/monitoring/TezJobMonitor.java
HIVE-15827,2.2.0,llap-server/src/java/org/apache/hadoop/hive/llap/cli/LlapStatusServiceDriver.java;llap-server/src/java/org/apache/hadoop/hive/llap/cli/LlapStatusServiceDriver.java;llap-server/src/java/org/apache/hadoop/hive/llap/cli/LlapStatusServiceDriver.java
HIVE-15809,2.2.0,common/src/java/org/apache/hadoop/hive/conf/HiveConf.java
HIVE-15806,2.2.0,druid-handler/src/java/org/apache/hadoop/hive/druid/serde/DruidSerDe.java;druid-handler/src/test/org/apache/hadoop/hive/druid/TestDruidSerDe.java
HIVE-15804,2.2.0,druid-handler/src/java/org/apache/hadoop/hive/druid/serde/DruidSerDe.java
HIVE-15782,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/io/parquet/LeafFilterFactory.java;ql/src/java/org/apache/hadoop/hive/ql/io/parquet/read/ParquetFilterPredicateConverter.java;ql/src/test/org/apache/hadoop/hive/ql/io/parquet/TestParquetRecordReaderWrapper.java
HIVE-15760,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/parse/TezCompiler.java
HIVE-15754,2.2.0,itests/hcatalog-unit/src/test/java/org/apache/hive/hcatalog/listener/TestDbNotificationListener.java;metastore/src/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java
HIVE-15750,2.2.0,druid-handler/src/test/org/apache/hadoop/hive/druid/QTestDruidSerDe2.java;druid-handler/src/test/org/apache/hadoop/hive/druid/QTestDruidStorageHandler2.java
HIVE-15739,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/ppr/PartExprEvalUtils.java
HIVE-15685,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveExpandDistinctAggregatesRule.java
HIVE-15680,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/exec/FetchTask.java;ql/src/java/org/apache/hadoop/hive/ql/exec/SMBMapJoinOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/mr/MapredLocalTask.java;ql/src/java/org/apache/hadoop/hive/ql/io/HiveInputFormat.java
HIVE-15669,2.2.0,llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/comparator/ShortestJobFirstComparator.java;llap-server/src/test/org/apache/hadoop/hive/llap/daemon/impl/TaskExecutorTestHelpers.java;llap-server/src/test/org/apache/hadoop/hive/llap/daemon/impl/TestTaskExecutorService.java;llap-server/src/test/org/apache/hadoop/hive/llap/daemon/impl/comparator/TestShortestJobFirstComparator.java
HIVE-15655,2.2.0,common/src/java/org/apache/hadoop/hive/conf/HiveConf.java;ql/src/java/org/apache/hadoop/hive/ql/parse/CalcitePlanner.java;ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
HIVE-15654,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezJobMonitor.java;ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezJobMonitor.java
HIVE-15651,2.2.0,llap-server/src/java/org/apache/hadoop/hive/llap/cli/LlapStatusOptionsProcessor.java;llap-server/src/java/org/apache/hadoop/hive/llap/cli/LlapStatusServiceDriver.java
HIVE-15644,2.2.0,common/src/java/org/apache/hadoop/hive/common/JvmMetrics.java;common/src/java/org/apache/hadoop/hive/common/JvmMetricsInfo.java;llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/LlapDaemon.java;llap-server/src/java/org/apache/hadoop/hive/llap/metrics/LlapDaemonExecutorMetrics.java;llap-tez/src/java/org/apache/hadoop/hive/llap/tezplugins/metrics/LlapTaskSchedulerMetrics.java
HIVE-15633,2.2.0,druid-handler/src/java/org/apache/hadoop/hive/druid/io/DruidQueryBasedInputFormat.java
HIVE-15630,2.2.0,service/src/java/org/apache/hive/service/cli/session/HiveSessionImpl.java
HIVE-15589,2.2.0,ql/src/test/org/apache/hadoop/hive/ql/lockmgr/TestDbTxnManager.java
HIVE-15583,2.2.0,itests/hive-unit/src/test/java/org/apache/hive/jdbc/TestJdbcDriver2.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/translator/PlanModifierForASTConv.java
HIVE-15576,2.2.0,itests/util/src/main/java/org/apache/hadoop/hive/ql/QTestUtil.java
HIVE-15563,2.2.0,service/src/java/org/apache/hive/service/cli/operation/SQLOperation.java
HIVE-15503,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/exec/GroupByOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/OperatorUtils.java;ql/src/java/org/apache/hadoop/hive/ql/exec/PTFTopNHash.java;ql/src/java/org/apache/hadoop/hive/ql/exec/ReduceSinkOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/TopNHash.java;ql/src/java/org/apache/hadoop/hive/ql/exec/tez/MapRecordProcessor.java;ql/src/java/org/apache/hadoop/hive/ql/exec/tez/ReduceRecordProcessor.java;ql/src/java/org/apache/hadoop/hive/ql/plan/AbstractOperatorDesc.java;ql/src/java/org/apache/hadoop/hive/ql/plan/OperatorDesc.java
HIVE-15494,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/exec/spark/SparkTask.java
HIVE-15493,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
HIVE-15487,2.2.0,llap-tez/src/java/org/apache/hadoop/hive/llap/tezplugins/LlapTaskSchedulerService.java;llap-tez/src/test/org/apache/hadoop/hive/llap/tezplugins/TestLlapTaskSchedulerService.java
HIVE-15483,2.2.0,metastore/src/java/org/apache/hadoop/hive/metastore/ObjectStore.java
HIVE-15482,2.2.0,llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/TaskExecutorService.java
HIVE-15476,2.2.0,metastore/src/java/org/apache/hadoop/hive/metastore/MetaStoreDirectSql.java;metastore/src/java/org/apache/hadoop/hive/metastore/ObjectStore.java
HIVE-15474,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/LimitPushdownOptimizer.java;ql/src/java/org/apache/hadoop/hive/ql/plan/ExprNodeDescUtils.java
HIVE-15445,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/parse/QBSubQuery.java
HIVE-15421,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/exec/tez/DagUtils.java
HIVE-15417,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/translator/RexNodeConverter.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/ppr/PartitionPruner.java
HIVE-15403,2.2.0,llap-common/src/java/org/apache/hadoop/hive/llap/LlapUtil.java;llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/LlapDaemon.java
HIVE-15376,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/Driver.java;ql/src/java/org/apache/hadoop/hive/ql/lockmgr/DbTxnManager.java;ql/src/java/org/apache/hadoop/hive/ql/lockmgr/DummyTxnManager.java;ql/src/java/org/apache/hadoop/hive/ql/lockmgr/HiveTxnManager.java;ql/src/test/org/apache/hadoop/hive/ql/lockmgr/TestDbTxnManager.java;ql/src/test/org/apache/hadoop/hive/ql/lockmgr/TestDbTxnManager2.java
HIVE-15369,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/ColumnPrunerProcFactory.java
HIVE-15361,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/GenMapRedUtils.java;ql/src/java/org/apache/hadoop/hive/ql/plan/LoadDesc.java;ql/src/java/org/apache/hadoop/hive/ql/plan/LoadFileDesc.java;ql/src/java/org/apache/hadoop/hive/ql/plan/LoadTableDesc.java;ql/src/java/org/apache/hadoop/hive/ql/plan/MoveWork.java;ql/src/test/org/apache/hadoop/hive/ql/optimizer/TestGenMapRedUtilsCreateConditionalTask.java
HIVE-15355,2.1.0,itests/hive-unit/src/test/java/org/apache/hadoop/hive/io/TestHadoopFileStatus.java;shims/common/src/main/java/org/apache/hadoop/hive/io/HdfsUtils.java
