Bug_ID,Version,Affected_File(s)
HIVE-12601,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/metadata/Hive.java
HIVE-12599,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/io/orc/encoded/EncodedReaderImpl.java
HIVE-12596,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/io/sarg/ConvertAstToSearchArg.java
HIVE-12590,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/parse/ASTNode.java;ql/src/java/org/apache/hadoop/hive/ql/parse/CalcitePlanner.java;ql/src/java/org/apache/hadoop/hive/ql/parse/RowResolver.java;ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java;ql/src/java/org/apache/hadoop/hive/ql/parse/TypeCheckProcFactory.java;ql/src/test/org/apache/hadoop/hive/ql/parse/TestIUD.java;ql/src/test/org/apache/hadoop/hive/ql/parse/TestQBSubQuery.java;ql/src/test/org/apache/hadoop/hive/ql/parse/TestSQL11ReservedKeyWordsPositive.java;ql/src/test/org/apache/hadoop/hive/ql/parse/positive/TestTransactionStatement.java
HIVE-12584,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/exec/vector/VectorizedRowBatchCtx.java
HIVE-12578,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
HIVE-12577,2.0.0,llap-server/src/java/org/apache/hadoop/hive/llap/tezplugins/LlapDaemonProtocolClientProxy.java;llap-server/src/java/org/apache/hadoop/hive/llap/tezplugins/LlapTaskCommunicator.java;llap-server/src/test/org/apache/hadoop/hive/llap/tezplugins/TestLlapDaemonProtocolClientProxy.java;llap-server/src/test/org/apache/hadoop/hive/llap/tezplugins/TestLlapTaskCommunicator.java
HIVE-12542,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/HiveRelFactories.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/reloperators/HiveAggregate.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/reloperators/HiveFilter.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/reloperators/HiveJoin.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/reloperators/HiveProject.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/reloperators/HiveSemiJoin.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/reloperators/HiveSortLimit.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/reloperators/HiveUnion.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveAggregateJoinTransposeRule.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveAggregateProjectMergeRule.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveExpandDistinctAggregatesRule.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveFilterJoinRule.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveJoinAddNotNullRule.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveJoinProjectTransposeRule.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveJoinToMultiJoinRule.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HivePreFilteringRule.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveProjectMergeRule.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveRelFieldTrimmer.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveWindowingFixRule.java;ql/src/java/org/apache/hadoop/hive/ql/parse/CalcitePlanner.java
HIVE-12537,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/io/orc/RunLengthIntegerWriterV2.java;ql/src/test/org/apache/hadoop/hive/ql/io/orc/TestOrcFile.java;ql/src/test/org/apache/hadoop/hive/ql/io/orc/TestRLEv2.java;ql/src/test/org/apache/hadoop/hive/ql/io/orc/TestVectorOrcFile.java
HIVE-12532,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/io/orc/encoded/EncodedReaderImpl.java
HIVE-12503,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveAggregateJoinTransposeRule.java
HIVE-12500,2.0.0,itests/hive-unit/src/test/java/org/apache/hive/jdbc/TestJdbcDriver2.java;itests/hive-unit/src/test/java/org/apache/hive/jdbc/cbo_rp_TestJdbcDriver2.java;jdbc/src/java/org/apache/hive/jdbc/HiveConnection.java;jdbc/src/java/org/apache/hive/jdbc/HiveDriver.java;jdbc/src/java/org/apache/hive/jdbc/Utils.java
HIVE-12498,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcRecordUpdater.java;ql/src/test/org/apache/hadoop/hive/ql/io/orc/TestOrcRecordUpdater.java
HIVE-12491,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/stats/annotation/StatsRulesProcFactory.java;ql/src/java/org/apache/hadoop/hive/ql/stats/StatsUtils.java;ql/src/java/org/apache/hadoop/hive/ql/udf/UDFDayOfMonth.java;ql/src/java/org/apache/hadoop/hive/ql/udf/UDFHour.java;ql/src/java/org/apache/hadoop/hive/ql/udf/UDFMinute.java;ql/src/java/org/apache/hadoop/hive/ql/udf/UDFMonth.java;ql/src/java/org/apache/hadoop/hive/ql/udf/UDFSecond.java;ql/src/java/org/apache/hadoop/hive/ql/udf/UDFWeekOfYear.java;ql/src/java/org/apache/hadoop/hive/ql/udf/UDFYear.java;ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFAddMonths.java;ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFArrayContains.java;ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFBetween.java;ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFCurrentDate.java;ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFCurrentTimestamp.java;ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFCurrentUser.java;ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFOPAnd.java;ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFOPEqual.java;ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFOPEqualNS.java;ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFOPEqualOrGreaterThan.java;ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFOPEqualOrLessThan.java;ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFOPGreaterThan.java;ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFOPLessThan.java;ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFOPNot.java;ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFOPNotEqual.java;ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFOPNotNull.java;ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFOPNull.java;ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFOPOr.java;ql/src/java/org/apache/hadoop/hive/ql/udf/generic/NDV.java;ql/src/java/org/apache/hadoop/hive/ql/udf/generic/UDFCurrentDB.java
HIVE-12490,2.0.0,metastore/src/java/org/apache/hadoop/hive/metastore/MetaStoreDirectSql.java;metastore/src/java/org/apache/hadoop/hive/metastore/ObjectStore.java
HIVE-12487,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/tez/HiveSplitGenerator.java
HIVE-12479,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/VectorUDFDateAddColScalar.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/VectorUDFDateAddScalarCol.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/VectorUDFDateDiffColScalar.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/VectorUDFDateDiffScalarCol.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/VectorUDFTimestampFieldLong.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/VectorUDFTimestampFieldString.java;ql/src/test/org/apache/hadoop/hive/ql/exec/vector/expressions/TestVectorTimestampExpressions.java
HIVE-12478,2.1.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/HiveCalciteUtil.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/HivePlannerContext.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/HiveVolcanoPlannerContext.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/cost/HiveCostModel.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/cost/HiveVolcanoPlanner.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/reloperators/HiveJoin.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/reloperators/HiveSemiJoin.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/reloperators/HiveUnion.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveJoinAddNotNullRule.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveJoinPushTransitivePredicatesRule.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HivePreFilteringRule.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveRulesRegistry.java;ql/src/java/org/apache/hadoop/hive/ql/parse/CalcitePlanner.java;ql/src/test/org/apache/hadoop/hive/ql/optimizer/calcite/TestCBORuleFiredOnlyOnce.java
HIVE-12477,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
HIVE-12473,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/tez/DynamicPartitionPruner.java;ql/src/java/org/apache/hadoop/hive/ql/metadata/Table.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/DynamicPartitionPruningOptimization.java;ql/src/java/org/apache/hadoop/hive/ql/parse/GenTezUtils.java;ql/src/java/org/apache/hadoop/hive/ql/plan/DynamicPruningEventDesc.java;ql/src/java/org/apache/hadoop/hive/ql/plan/MapWork.java;ql/src/test/org/apache/hadoop/hive/ql/exec/tez/TestDynamicPartitionPruner.java;ql/src/java/org/apache/hadoop/hive/ql/exec/tez/DynamicPartitionPruner.java
HIVE-12465,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
HIVE-12463,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/fast/VectorMapJoinFastKeyStore.java;serde/src/java/org/apache/hadoop/hive/serde2/WriteBuffers.java
HIVE-12462,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/DynamicPartitionPruningOptimization.java
HIVE-12456,2.0.0,service/src/java/org/apache/hive/service/cli/operation/ExecuteStatementOperation.java;service/src/java/org/apache/hive/service/cli/operation/Operation.java;service/src/java/org/apache/hive/service/cli/operation/SQLOperation.java;service/src/java/org/apache/hive/service/cli/session/HiveSessionImpl.java
HIVE-12450,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/OrcFileMergeOperator.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcFileKeyWrapper.java
HIVE-12445,2.0.0,llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/QueryFileCleaner.java;llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/QueryTracker.java
HIVE-12435,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/vector/VectorizedBatchUtil.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/udf/VectorUDFArgDesc.java
HIVE-12407,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/HiveCalciteUtil.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/translator/PlanModifierForASTConv.java
HIVE-12405,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/tez/HiveSplitGenerator.java;ql/src/test/org/apache/hadoop/hive/ql/exec/tez/InputSplitComparatorTest.java
HIVE-12399,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinInnerBigOnlyLongOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinInnerBigOnlyMultiKeyOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinInnerBigOnlyStringOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinInnerLongOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinInnerMultiKeyOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinInnerStringOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinLeftSemiLongOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinLeftSemiMultiKeyOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinLeftSemiStringOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/fast/VectorMapJoinFastLongHashTable.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/fast/VectorMapJoinFastStringCommon.java
HIVE-12396,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/BucketingSortingReduceSinkOptimizer.java
HIVE-12391,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/SkewJoinOptimizer.java
HIVE-12378,2.0.0,serde/src/java/org/apache/hadoop/hive/serde2/lazy/LazyBinary.java;serde/src/java/org/apache/hadoop/hive/serde2/lazy/LazyFactory.java;serde/src/java/org/apache/hadoop/hive/serde2/lazy/LazyUtils.java;serde/src/java/org/apache/hadoop/hive/serde2/lazydio/LazyDioBinary.java
HIVE-12364,2.0.0,shims/0.23/src/main/java/org/apache/hadoop/hive/shims/Hadoop23Shims.java
HIVE-12363,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/io/orc/RecordReaderImpl.java
HIVE-12344,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/HiveCalciteUtil.java
HIVE-12330,2.0.0,itests/util/src/main/java/org/apache/hadoop/hive/hbase/HBaseTestSetup.java;itests/util/src/main/java/org/apache/hadoop/hive/hbase/HBaseTestSetup.java
HIVE-12315,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/NullUtil.java
HIVE-12304,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/DDLTask.java;ql/src/java/org/apache/hadoop/hive/ql/exec/FunctionRegistry.java;ql/src/java/org/apache/hadoop/hive/ql/exec/Registry.java
HIVE-12302,2.0.0,accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/predicate/AccumuloPredicateHandler.java;accumulo-handler/src/test/org/apache/hadoop/hive/accumulo/predicate/TestAccumuloPredicateHandler.java;hbase-handler/src/java/org/apache/hadoop/hive/hbase/HiveHBaseTableInputFormat.java;hcatalog/webhcat/java-client/src/main/java/org/apache/hive/hcatalog/api/HCatClientHMSImpl.java;itests/util/src/main/java/org/apache/hadoop/hive/ql/QTestUtil.java;ql/src/java/org/apache/hadoop/hive/ql/exec/MapJoinOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/PTFUtils.java;ql/src/java/org/apache/hadoop/hive/ql/exec/SerializationUtilities.java;ql/src/java/org/apache/hadoop/hive/ql/exec/Utilities.java;ql/src/java/org/apache/hadoop/hive/ql/exec/mr/ExecDriver.java;ql/src/java/org/apache/hadoop/hive/ql/exec/mr/MapRedTask.java;ql/src/java/org/apache/hadoop/hive/ql/exec/mr/MapredLocalTask.java;ql/src/java/org/apache/hadoop/hive/ql/exec/persistence/HybridHashTableContainer.java;ql/src/java/org/apache/hadoop/hive/ql/exec/persistence/ObjectContainer.java;ql/src/java/org/apache/hadoop/hive/ql/exec/spark/KryoSerializer.java;ql/src/java/org/apache/hadoop/hive/ql/exec/spark/RemoteHiveSparkClient.java;ql/src/java/org/apache/hadoop/hive/ql/io/HiveInputFormat.java;ql/src/java/org/apache/hadoop/hive/ql/io/parquet/ProjectionPusher.java;ql/src/java/org/apache/hadoop/hive/ql/io/sarg/ConvertAstToSearchArg.java;ql/src/java/org/apache/hadoop/hive/ql/metadata/Hive.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/physical/CommonJoinTaskDispatcher.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/physical/GenMRSkewJoinProcessor.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/physical/GenSparkSkewJoinProcessor.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/physical/SerializeFilter.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/physical/SortMergeJoinTaskDispatcher.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/ppr/PartitionExpressionForMetastore.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/spark/SplitSparkWorkResolver.java;ql/src/java/org/apache/hadoop/hive/ql/parse/GenTezUtils.java;ql/src/java/org/apache/hadoop/hive/ql/parse/spark/GenSparkUtils.java;ql/src/java/org/apache/hadoop/hive/ql/parse/spark/SplitOpTreeForDPP.java;ql/src/java/org/apache/hadoop/hive/ql/stats/fs/FSStatsAggregator.java;ql/src/java/org/apache/hadoop/hive/ql/stats/fs/FSStatsPublisher.java;ql/src/test/org/apache/hadoop/hive/metastore/TestMetastoreExpr.java;ql/src/test/org/apache/hadoop/hive/ql/exec/TestPlan.java;ql/src/test/org/apache/hadoop/hive/ql/exec/TestUtilities.java;ql/src/test/org/apache/hadoop/hive/ql/io/orc/TestInputOutputFormat.java;ql/src/test/org/apache/hadoop/hive/ql/io/orc/TestOrcSplitElimination.java;ql/src/test/org/apache/hadoop/hive/ql/io/parquet/TestParquetRowGroupFilter.java;ql/src/test/org/apache/hadoop/hive/ql/io/sarg/TestConvertAstToSearchArg.java
HIVE-12281,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinCommonOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinGenerateResultOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinInnerBigOnlyLongOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinInnerBigOnlyMultiKeyOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinInnerBigOnlyStringOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinInnerLongOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinInnerMultiKeyOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinInnerStringOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinLeftSemiLongOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinLeftSemiMultiKeyOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinLeftSemiStringOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinOuterGenerateResultOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinOuterLongOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinOuterMultiKeyOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinOuterStringOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/fast/VectorMapJoinFastBytesHashTable.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/fast/VectorMapJoinFastLongHashTable.java
HIVE-12261,2.0.0,metastore/src/java/org/apache/hadoop/hive/metastore/MetaStoreSchemaInfo.java;beeline/src/java/org/apache/hive/beeline/HiveSchemaTool.java;metastore/src/java/org/apache/hadoop/hive/metastore/MetaStoreSchemaInfo.java
HIVE-12257,2.0.0,hcatalog/streaming/src/test/org/apache/hive/hcatalog/streaming/TestStreaming.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/FileDump.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/JsonFileDump.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcRawRecordMerger.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcRecordUpdater.java
HIVE-12238,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/VectorUDFDateString.java;ql/src/test/org/apache/hadoop/hive/ql/exec/vector/expressions/TestVectorDateExpressions.java
HIVE-12234,2.0.0,beeline/src/java/org/apache/hive/beeline/Commands.java;beeline/src/java/org/apache/hive/beeline/DatabaseConnection.java
HIVE-12223,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/ppd/ExprWalkerProcFactory.java
HIVE-12215,2.0.0,metastore/src/gen/thrift/gen-cpp/ThriftHiveMetastore.cpp;metastore/src/gen/thrift/gen-cpp/ThriftHiveMetastore_server.skeleton.cpp;metastore/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java;metastore/src/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java;metastore/src/java/org/apache/hadoop/hive/metastore/HiveMetaStoreClient.java;metastore/src/java/org/apache/hadoop/hive/metastore/IMetaStoreClient.java;ql/src/java/org/apache/hadoop/hive/ql/exec/DDLTask.java;ql/src/java/org/apache/hadoop/hive/ql/metadata/Hive.java;ql/src/java/org/apache/hadoop/hive/ql/parse/DDLSemanticAnalyzer.java
HIVE-12208,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/MapJoinOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/VectorMapJoinCommonOperator.java
HIVE-12207,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/translator/RexNodeConverter.java
HIVE-12204,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezSessionPoolManager.java;ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezTask.java;ql/src/test/org/apache/hadoop/hive/ql/exec/tez/TestTezSessionPool.java
HIVE-12198,2.0.0,llap-server/src/java/org/apache/hadoop/hive/llap/cache/BuddyAllocator.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/encoded/EncodedReaderImpl.java
HIVE-12189,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/ppd/ExprWalkerInfo.java
HIVE-12171,2.0.0,common/src/java/org/apache/hadoop/hive/conf/HiveConf.java;llap-server/src/java/org/apache/hadoop/hive/llap/cache/BuddyAllocator.java;llap-server/src/java/org/apache/hadoop/hive/llap/cache/LowLevelCacheMemoryManager.java;llap-server/src/java/org/apache/hadoop/hive/llap/cache/MemoryManager.java;llap-server/src/test/org/apache/hadoop/hive/llap/cache/TestBuddyAllocator.java;llap-server/src/test/org/apache/hadoop/hive/llap/cache/TestOrcMetadataCache.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/encoded/EncodedReaderImpl.java
HIVE-12166,2.0.0,llap-server/src/java/org/apache/hadoop/hive/llap/io/encoded/OrcEncodedDataReader.java
HIVE-12090,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/persistence/MapJoinBytesTableContainer.java
HIVE-12039,2.0.0,itests/hive-unit/src/test/java/org/apache/hive/jdbc/TestSSL.java;itests/hive-unit/src/test/java/org/apache/hive/jdbc/TestSSL.java
HIVE-12021,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HivePreFilteringRule.java
HIVE-12008,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/UnionOperator.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/ColumnPrunerProcCtx.java
HIVE-11980,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/io/parquet/serde/ArrayWritableObjectInspector.java
HIVE-11966,2.0.0,jdbc/src/java/org/apache/hive/jdbc/ZooKeeperHiveClientHelper.java
HIVE-11954,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/OperatorUtils.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/ConvertJoinMapJoin.java
HIVE-11945,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/io/orc/MetadataReader.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/ReaderImpl.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/RecordReaderUtils.java
HIVE-11932,2.0.0,jdbc/src/java/org/apache/hive/jdbc/ZooKeeperHiveClientHelper.java
HIVE-11928,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/io/orc/InStream.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/MetadataReader.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/ReaderImpl.java
HIVE-11922,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcInputFormat.java;ql/src/test/org/apache/hadoop/hive/ql/io/orc/TestInputOutputFormat.java
HIVE-11889,2.0.0,ql/src/test/org/apache/hadoop/hive/ql/exec/persistence/TestBytesBytesMultiHashMap.java;ql/src/test/org/apache/hadoop/hive/ql/exec/persistence/TestHashPartition.java
HIVE-11875,2.0.0,jdbc/src/java/org/apache/hive/jdbc/ZooKeeperHiveClientHelper.java
HIVE-11860,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/StatsNoJobTask.java
HIVE-11842,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/lib/RuleRegExp.java
HIVE-11841,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/tez/tools/KeyValuesInputMerger.java
HIVE-11835,2.0.0,common/src/test/org/apache/hadoop/hive/common/type/TestHiveDecimal.java;storage-api/src/java/org/apache/hadoop/hive/common/type/HiveDecimal.java
HIVE-11832,2.0.0,service/src/java/org/apache/hive/service/cli/Column.java
HIVE-11826,2.0.0,itests/hive-unit-hadoop2/src/test/java/org/apache/hadoop/hive/thrift/TestHadoopAuthBridge23.java;shims/common/src/main/java/org/apache/hadoop/hive/thrift/HadoopThriftAuthBridge.java;itests/hive-unit-hadoop2/src/test/java/org/apache/hadoop/hive/thrift/TestHadoopAuthBridge23.java;shims/common/src/main/java/org/apache/hadoop/hive/thrift/HadoopThriftAuthBridge.java
HIVE-11824,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/exec/MoveTask.java
HIVE-11821,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/ConvertJoinMapJoin.java
HIVE-11820,2.0.0,shims/0.20S/src/main/java/org/apache/hadoop/hive/shims/Hadoop20SShims.java;shims/0.23/src/main/java/org/apache/hadoop/hive/shims/Hadoop23Shims.java
HIVE-11813,2.0.0,ql/src/java/org/apache/hadoop/hive/ql/parse/CalcitePlanner.java
HIVE-11792,2.0.0,common/src/java/org/apache/hadoop/hive/common/jsonexplain/tez/Op.java;common/src/java/org/apache/hadoop/hive/common/jsonexplain/tez/Stage.java;common/src/java/org/apache/hadoop/hive/common/jsonexplain/tez/TezJsonParser.java;ql/src/java/org/apache/hadoop/hive/ql/exec/ExplainTask.java;ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezTask.java;ql/src/java/org/apache/hadoop/hive/ql/hooks/ATSHook.java
