Bug ID,Version,File
HIVE-15361,2.2.0,ql/src/test/org/apache/hadoop/hive/ql/optimizer/TestGenMapRedUtilsCreateConditionalTask.java
HIVE-15355,2.1.0,itests/hive-unit/src/test/java/org/apache/hadoop/hive/io/TestHadoopFileStatus.java
HIVE-15273,2.2.0,druid-handler/src/java/org/apache/hadoop/hive/druid/HiveDruidQueryBasedInputFormat.java
HIVE-15233,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/udf/UDFUUID.java
HIVE-15233,2.2.0,ql/src/test/org/apache/hadoop/hive/ql/udf/TestUDFUUID.java
HIVE-15046,2.2.0,druid-handler/src/java/org/apache/hadoop/hive/druid/HiveDruidQueryBasedInputFormat.java
HIVE-15046,2.2.0,druid-handler/src/java/org/apache/hadoop/hive/druid/HiveDruidQueryBasedInputFormat.java
HIVE-14739,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezJobMonitor.java
HIVE-14739,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezJobMonitor.java
HIVE-14739,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezJobMonitor.java
HIVE-14607,2.2.0,ql/src/test/org/apache/hadoop/hive/ql/TestTxnCommands2WithSplitUpdate.java
HIVE-14479,2.2.0,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/TestAcidOnTezWithSplitUpdate.java
HIVE-14345,2.2.0,beeline/src/test/org/apache/hive/beeline/TestTableOutputFormat.java
HIVE-14333,2.1.0,orc/src/test/org/apache/orc/impl/TestSchemaEvolution.java
HIVE-14310,2.1.0,orc/src/test/org/apache/orc/impl/TestSchemaEvolution.java
HIVE-14155,2.2.0,itests/custom-udfs/udf-vectorized-badexample/src/main/java/hive/it/custom/udfs/GenericUDFRot13.java
HIVE-14155,2.2.0,itests/custom-udfs/udf-vectorized-badexample/src/main/java/hive/it/custom/udfs/vector/VectorStringRot13.java
HIVE-14135,2.2.0,beeline/src/test/org/apache/hive/beeline/TestBufferedRows.java
HIVE-14089,2.2.0,orc/src/java/org/apache/orc/impl/ConvertTreeReaderFactory.java
HIVE-14089,2.2.0,orc/src/java/org/apache/orc/impl/TreeReaderFactory.java
HIVE-14007,2.2.0,orc/src/gen/protobuf-java/org/apache/orc/OrcProto.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/BinaryColumnStatistics.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/BloomFilterIO.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/BooleanColumnStatistics.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/ColumnStatistics.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/CompressionCodec.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/CompressionKind.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/DataReader.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/DateColumnStatistics.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/DecimalColumnStatistics.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/DoubleColumnStatistics.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/FileFormatException.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/FileMetadata.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/IntegerColumnStatistics.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/OrcConf.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/OrcFile.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/OrcUtils.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/Reader.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/RecordReader.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/StringColumnStatistics.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/StripeInformation.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/StripeStatistics.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/TimestampColumnStatistics.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/TypeDescription.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/Writer.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/impl/AcidStats.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/impl/BitFieldReader.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/impl/BitFieldWriter.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/impl/BufferChunk.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/impl/ColumnStatisticsImpl.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/impl/ConvertTreeReaderFactory.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/impl/DataReaderProperties.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/impl/DirectDecompressionCodec.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/impl/DynamicByteArray.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/impl/DynamicIntArray.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/impl/HadoopShims.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/impl/HadoopShimsCurrent.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/impl/HadoopShims_2_2.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/impl/InStream.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/impl/IntegerReader.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/impl/IntegerWriter.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/impl/MemoryManager.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/impl/OrcAcidUtils.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/impl/OrcIndex.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/impl/OrcTail.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/impl/OutStream.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/impl/PhysicalFsWriter.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/impl/PhysicalWriter.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/impl/PositionProvider.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/impl/PositionRecorder.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/impl/PositionedOutputStream.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/impl/ReaderImpl.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/impl/RecordReaderImpl.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/impl/RecordReaderUtils.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/impl/RedBlackTree.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/impl/RunLengthByteReader.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/impl/RunLengthByteWriter.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/impl/RunLengthIntegerReader.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/impl/RunLengthIntegerReaderV2.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/impl/RunLengthIntegerWriter.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/impl/RunLengthIntegerWriterV2.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/impl/SchemaEvolution.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/impl/SerializationUtils.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/impl/SettableUncompressedStream.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/impl/SnappyCodec.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/impl/StreamName.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/impl/StringRedBlackTree.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/impl/TreeReaderFactory.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/impl/WriterImpl.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/impl/ZeroCopyShims.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/impl/ZlibCodec.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/tools/FileDump.java
HIVE-14007,2.2.0,orc/src/java/org/apache/orc/tools/JsonFileDump.java
HIVE-14007,2.2.0,orc/src/test/org/apache/orc/TestColumnStatistics.java
HIVE-14007,2.2.0,orc/src/test/org/apache/orc/TestNewIntegerEncoding.java
HIVE-14007,2.2.0,orc/src/test/org/apache/orc/TestOrcNullOptimization.java
HIVE-14007,2.2.0,orc/src/test/org/apache/orc/TestOrcTimezone1.java
HIVE-14007,2.2.0,orc/src/test/org/apache/orc/TestOrcTimezone2.java
HIVE-14007,2.2.0,orc/src/test/org/apache/orc/TestOrcTimezone3.java
HIVE-14007,2.2.0,orc/src/test/org/apache/orc/TestStringDictionary.java
HIVE-14007,2.2.0,orc/src/test/org/apache/orc/TestTypeDescription.java
HIVE-14007,2.2.0,orc/src/test/org/apache/orc/TestUnrolledBitPack.java
HIVE-14007,2.2.0,orc/src/test/org/apache/orc/TestVectorOrcFile.java
HIVE-14007,2.2.0,orc/src/test/org/apache/orc/impl/TestBitFieldReader.java
HIVE-14007,2.2.0,orc/src/test/org/apache/orc/impl/TestBitPack.java
HIVE-14007,2.2.0,orc/src/test/org/apache/orc/impl/TestColumnStatisticsImpl.java
HIVE-14007,2.2.0,orc/src/test/org/apache/orc/impl/TestDataReaderProperties.java
HIVE-14007,2.2.0,orc/src/test/org/apache/orc/impl/TestDynamicArray.java
HIVE-14007,2.2.0,orc/src/test/org/apache/orc/impl/TestInStream.java
HIVE-14007,2.2.0,orc/src/test/org/apache/orc/impl/TestIntegerCompressionReader.java
HIVE-14007,2.2.0,orc/src/test/org/apache/orc/impl/TestMemoryManager.java
HIVE-14007,2.2.0,orc/src/test/org/apache/orc/impl/TestOrcWideTable.java
HIVE-14007,2.2.0,orc/src/test/org/apache/orc/impl/TestOutStream.java
HIVE-14007,2.2.0,orc/src/test/org/apache/orc/impl/TestRLEv2.java
HIVE-14007,2.2.0,orc/src/test/org/apache/orc/impl/TestReaderImpl.java
HIVE-14007,2.2.0,orc/src/test/org/apache/orc/impl/TestRecordReaderImpl.java
HIVE-14007,2.2.0,orc/src/test/org/apache/orc/impl/TestRunLengthByteReader.java
HIVE-14007,2.2.0,orc/src/test/org/apache/orc/impl/TestRunLengthIntegerReader.java
HIVE-14007,2.2.0,orc/src/test/org/apache/orc/impl/TestSchemaEvolution.java
HIVE-14007,2.2.0,orc/src/test/org/apache/orc/impl/TestSerializationUtils.java
HIVE-14007,2.2.0,orc/src/test/org/apache/orc/impl/TestStreamName.java
HIVE-14007,2.2.0,orc/src/test/org/apache/orc/impl/TestStringRedBlackTree.java
HIVE-14007,2.2.0,orc/src/test/org/apache/orc/impl/TestZlib.java
HIVE-14007,2.2.0,orc/src/test/org/apache/orc/tools/TestFileDump.java
HIVE-14007,2.2.0,orc/src/test/org/apache/orc/tools/TestJsonFileDump.java
HIVE-14007,2.2.0,ql/src/test/org/apache/hadoop/hive/ql/io/orc/TestVectorizedOrcAcidRowBatchReader.java
HIVE-13985,2.2.0,orc/src/gen/protobuf-java/org/apache/orc/OrcProto.java
HIVE-13985,2.2.0,orc/src/java/org/apache/orc/FileMetaInfo.java
HIVE-13985,2.2.0,orc/src/java/org/apache/orc/OrcFile.java
HIVE-13985,2.2.0,orc/src/java/org/apache/orc/OrcUtils.java
HIVE-13985,2.2.0,orc/src/java/org/apache/orc/Reader.java
HIVE-13985,2.2.0,orc/src/java/org/apache/orc/impl/OrcTail.java
HIVE-13985,2.2.0,orc/src/java/org/apache/orc/impl/ReaderImpl.java
HIVE-20441,2.3.3,ql/src/test/org/apache/hadoop/hive/ql/parse/type/TestExprProcessorGetFuncExpr.java
HIVE-18888,2.3.3,standalone-metastore/src/main/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java
HIVE-23178,3.1.2,ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezTotalOrderPartitioner.java
HIVE-23178,3.1.2,ql/src/test/org/apache/hadoop/hive/ql/exec/tez/TestTezTotalOrderPartitioner.java
HIVE-23178,3.1.2,ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezTotalOrderPartitioner.java
HIVE-23178,3.1.2,ql/src/test/org/apache/hadoop/hive/ql/exec/tez/TestTezTotalOrderPartitioner.java
HIVE-22173,3.1.1,common/src/test/org/apache/hadoop/hive/conf/TestHiveConfVarsValidate.java
HIVE-21966,3.1.1,itests/hive-unit/src/test/java/org/apache/hive/jdbc/TestJdbcWithMiniLlapVectorArrow.java
HIVE-21917,3.1.0,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/txn/CompactionTxnHandler.java
HIVE-21917,3.1.0,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/txn/TxnHandler.java
HIVE-21917,3.1.0,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/txn/TxnStore.java
HIVE-21896,3.1.1,ql/src/java/org/apache/hadoop/hive/ql/ddl/DDLOperation.java
HIVE-21896,3.1.1,ql/src/java/org/apache/hadoop/hive/ql/ddl/function/ShowFunctionsDesc.java
HIVE-21896,3.1.1,ql/src/java/org/apache/hadoop/hive/ql/ddl/function/ShowFunctionsOperation.java
HIVE-21896,3.1.1,ql/src/java/org/apache/hadoop/hive/ql/ddl/table/storage/AlterTableSetSerdeOperation.java
HIVE-21758,3.1.1,standalone-metastore/metastore-server/src/test/java/org/apache/hadoop/hive/metastore/dbinstall/ITestOracle.java
HIVE-21686,3.1.1,llap-server/src/test/org/apache/hadoop/hive/llap/cache/TestCacheAllocationsEvictionsCycles.java
HIVE-21675,3.1.1,ql/src/java/org/apache/hadoop/hive/ql/ddl/table/CreateViewOperation.java
HIVE-21631,3.1.1,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java
HIVE-21631,3.1.1,standalone-metastore/metastore-common/src/main/java/org/apache/hadoop/hive/metastore/HiveMetaStoreClient.java
HIVE-21631,3.1.1,standalone-metastore/metastore-common/src/main/java/org/apache/hadoop/hive/metastore/IMetaStoreClient.java
HIVE-21631,3.1.1,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java
HIVE-21631,3.1.1,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/ObjectStore.java
HIVE-21631,3.1.1,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/RawStore.java
HIVE-21631,3.1.1,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/cache/CachedStore.java
HIVE-21631,3.1.1,standalone-metastore/metastore-server/src/test/java/org/apache/hadoop/hive/metastore/DummyRawStoreControlledCommit.java
HIVE-21631,3.1.1,standalone-metastore/metastore-server/src/test/java/org/apache/hadoop/hive/metastore/DummyRawStoreForJdoConnection.java
HIVE-21631,3.1.1,standalone-metastore/metastore-server/src/test/java/org/apache/hadoop/hive/metastore/HiveMetaStoreClientPreCatalog.java
HIVE-21517,3.1.1,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/AggregateStatsCache.java
HIVE-21507,3.1.1,jdbc/src/test/org/apache/hive/jdbc/TestHiveConnection.java
HIVE-21487,3.1.1,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/txn/TxnDbUtil.java
HIVE-21218,3.1.1,kafka-handler/src/java/org/apache/hadoop/hive/kafka/KafkaSerDe.java
HIVE-21218,3.1.1,kafka-handler/src/test/org/apache/hadoop/hive/kafka/AvroBytesConverterTest.java
HIVE-21164,3.1.1,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/txn/compactor/CompactorTestUtil.java
HIVE-21164,3.1.1,ql/src/java/org/apache/hadoop/hive/ql/util/UpgradeTool.java
HIVE-21164,3.1.1,ql/src/test/org/apache/hadoop/hive/ql/TestTxnCommands3.java
HIVE-21052,3.1.1,ql/src/java/org/apache/hadoop/hive/ql/DriverTxnHandler.java
HIVE-21052,3.1.1,standalone-metastore/metastore-common/src/gen/thrift/gen-cpp/ThriftHiveMetastore.cpp
HIVE-21052,3.1.1,standalone-metastore/metastore-common/src/gen/thrift/gen-cpp/ThriftHiveMetastore_server.skeleton.cpp
HIVE-21052,3.1.1,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ThriftHiveMetastore.java
HIVE-21052,3.1.1,standalone-metastore/metastore-common/src/main/java/org/apache/hadoop/hive/metastore/HiveMetaStoreClient.java
HIVE-21052,3.1.1,standalone-metastore/metastore-common/src/main/java/org/apache/hadoop/hive/metastore/IMetaStoreClient.java
HIVE-21052,3.1.1,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java
HIVE-21052,3.1.1,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/txn/CompactionInfo.java
HIVE-21052,3.1.1,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/txn/CompactionTxnHandler.java
HIVE-21052,3.1.1,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/txn/TxnHandler.java
HIVE-21052,3.1.1,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/txn/TxnStore.java
HIVE-21052,3.1.1,standalone-metastore/metastore-server/src/test/java/org/apache/hadoop/hive/metastore/HiveMetaStoreClientPreCatalog.java
HIVE-21029,3.1.0,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/TestReplicationScenariosExternalTables.java
HIVE-21029,3.1.0,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/TestReplicationScenariosIncrementalLoadAcidTables.java
HIVE-21029,3.1.0,ql/src/java/org/apache/hadoop/hive/ql/exec/repl/ReplExternalTables.java
HIVE-21029,3.1.0,ql/src/java/org/apache/hadoop/hive/ql/exec/repl/ReplLoadTask.java
HIVE-21029,3.1.0,ql/src/java/org/apache/hadoop/hive/ql/exec/repl/ReplLoadWork.java
HIVE-21029,3.1.0,ql/src/java/org/apache/hadoop/hive/ql/exec/repl/incremental/IncrementalLoadEventsIterator.java
HIVE-21029,3.1.0,ql/src/java/org/apache/hadoop/hive/ql/exec/repl/incremental/IncrementalLoadTasksBuilder.java
HIVE-21029,3.1.0,ql/src/java/org/apache/hadoop/hive/ql/exec/repl/util/ReplUtils.java
HIVE-21029,3.1.0,ql/src/java/org/apache/hadoop/hive/ql/parse/repl/dump/events/UpdatePartColStatHandler.java
HIVE-21029,3.1.0,ql/src/java/org/apache/hadoop/hive/ql/parse/repl/dump/events/UpdateTableColStatHandler.java
HIVE-17150,2.3.0,metastore/src/java/org/apache/hadoop/hive/metastore/MetaStoreEventListenerConstants.java
HIVE-17150,2.3.0,metastore/src/java/org/apache/hadoop/hive/metastore/cache/CachedStore.java
HIVE-16756,2.3.0,ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/LongColModuloLongColumn.java
HIVE-15077,2.3.0,standalone-metastore/src/main/java/org/apache/hadoop/hive/metastore/txn/TxnHandler.java
HIVE-27675,3.1.0,itests/hive-unit/src/test/java/org/apache/hadoop/hive/metastore/security/ZooKeeperTokenStoreTestBase.java
HIVE-27675,3.1.0,itests/hive-unit/src/test/java/org/apache/hive/service/server/InformationSchemaWithPrivilegeTestBase.java
HIVE-27675,3.1.0,standalone-metastore/metastore-common/src/main/java/org/apache/hadoop/hive/common/SSLZookeeperFactory.java
HIVE-27675,3.1.0,standalone-metastore/metastore-common/src/main/java/org/apache/hadoop/hive/common/ZooKeeperHiveHelper.java
HIVE-27675,3.1.0,standalone-metastore/metastore-common/src/main/java/org/apache/hadoop/hive/metastore/conf/MetastoreConf.java
HIVE-27675,3.1.0,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/security/MetastoreDelegationTokenManager.java
HIVE-27675,3.1.0,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/security/ZooKeeperTokenStore.java
HIVE-25104,3.1.0,ql/src/test/org/apache/hadoop/hive/ql/io/parquet/convert/MyConverterParent.java
HIVE-25104,3.1.0,ql/src/test/org/apache/hadoop/hive/ql/io/parquet/convert/TestETypeConverter.java
HIVE-25104,3.1.0,ql/src/test/org/apache/hadoop/hive/ql/io/parquet/serde/TestParquetTimestampsHive2Compatibility.java
HIVE-24245,3.1.2,ql/src/java/org/apache/hadoop/hive/ql/exec/vector/ptf/VectorPTFEvaluatorBytesCountDistinct.java
HIVE-24245,3.1.2,ql/src/java/org/apache/hadoop/hive/ql/exec/vector/ptf/VectorPTFEvaluatorCountDistinct.java
HIVE-24245,3.1.2,ql/src/java/org/apache/hadoop/hive/ql/exec/vector/ptf/VectorPTFEvaluatorDecimalCountDistinct.java
HIVE-24245,3.1.2,ql/src/java/org/apache/hadoop/hive/ql/exec/vector/ptf/VectorPTFEvaluatorDoubleCountDistinct.java
HIVE-24245,3.1.2,ql/src/java/org/apache/hadoop/hive/ql/exec/vector/ptf/VectorPTFEvaluatorLongCountDistinct.java
HIVE-24245,3.1.2,ql/src/java/org/apache/hadoop/hive/ql/exec/vector/ptf/VectorPTFEvaluatorTimestampCountDistinct.java
HIVE-23347,3.1.0,standalone-metastore/metastore-common/src/main/java/org/apache/hadoop/hive/metastore/CheckResult.java
HIVE-23347,3.1.0,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/HiveMetaStoreChecker.java
HIVE-23347,3.1.0,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/Msck.java
HIVE-23347,3.1.0,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/utils/MetaStoreServerUtils.java
HIVE-23230,3.1.0,itests/hive-unit/src/test/java/org/apache/hive/jdbc/AbstractTestJdbcGenericUDTFGetSplits.java
HIVE-23230,3.1.0,itests/hive-unit/src/test/java/org/apache/hive/jdbc/TestJdbcGenericUDTFGetSplits2.java
HIVE-23230,3.1.0,itests/hive-unit/src/test/java/org/apache/hive/jdbc/TestJdbcWithMiniLlapVectorArrow.java
HIVE-23230,3.1.0,itests/hive-unit/src/test/java/org/apache/hive/jdbc/TestJdbcWithMiniLlapVectorArrowBatch.java
HIVE-23230,3.1.0,itests/hive-unit/src/test/java/org/apache/hive/jdbc/TestNewGetSplitsFormat.java
HIVE-23230,3.1.0,itests/hive-unit/src/test/java/org/apache/hive/jdbc/TestNewGetSplitsFormatReturnPath.java
HIVE-22769,3.1.0,ql/src/java/org/apache/hadoop/hive/ql/io/SkippingTextInputFormat.java
HIVE-22769,3.1.0,ql/src/test/org/apache/hadoop/hive/ql/io/TestLineBuffer.java
HIVE-22769,3.1.0,ql/src/test/org/apache/hadoop/hive/ql/io/TestSkippingTextInputFormat.java
HIVE-22566,3.1.0,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java
HIVE-22566,3.1.0,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/ObjectStore.java
HIVE-22566,3.1.0,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/RawStore.java
HIVE-22566,3.1.0,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/cache/CachedStore.java
HIVE-22566,3.1.0,standalone-metastore/metastore-server/src/test/java/org/apache/hadoop/hive/metastore/DummyRawStoreControlledCommit.java
HIVE-22566,3.1.0,standalone-metastore/metastore-server/src/test/java/org/apache/hadoop/hive/metastore/DummyRawStoreForJdoConnection.java
HIVE-21938,3.1.0,upgrade-acid/pre-upgrade/src/main/java/org/apache/hadoop/hive/upgrade/acid/PreUpgradeTool.java
HIVE-21938,3.1.0,upgrade-acid/pre-upgrade/src/main/java/org/apache/hadoop/hive/upgrade/acid/RunOptions.java
HIVE-21938,3.1.0,upgrade-acid/pre-upgrade/src/test/java/org/apache/hadoop/hive/upgrade/acid/TestPreUpgradeTool.java
HIVE-21586,3.1.0,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ColumnStatistics.java
HIVE-21586,3.1.0,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/Partition.java
HIVE-21586,3.1.0,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/PartitionListComposingSpec.java
HIVE-21586,3.1.0,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/PartitionSpecWithSharedSD.java
HIVE-21586,3.1.0,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/PartitionWithoutSD.java
HIVE-21586,3.1.0,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/Table.java
HIVE-21586,3.1.0,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/CommitTxnRequest.java
HIVE-21586,3.1.0,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/AbortTxnsRequest.java
HIVE-21586,3.1.0,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/AddCheckConstraintRequest.java
HIVE-21586,3.1.0,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/AddDefaultConstraintRequest.java
HIVE-21586,3.1.0,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/AddDynamicPartitions.java
HIVE-21586,3.1.0,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/AddForeignKeyRequest.java
HIVE-21586,3.1.0,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/AddNotNullConstraintRequest.java
HIVE-21586,3.1.0,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/AddPartitionsRequest.java
HIVE-21586,3.1.0,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/AddPartitionsResult.java
HIVE-21586,3.1.0,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/AddPrimaryKeyRequest.java
HIVE-21586,3.1.0,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/AddUniqueConstraintRequest.java
HIVE-21586,3.1.0,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/AggrStats.java
HIVE-21586,3.1.0,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/AllocateTableWriteIdsRequest.java
HIVE-21586,3.1.0,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/AllocateTableWriteIdsResponse.java
HIVE-21586,3.1.0,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/CheckConstraintsResponse.java
HIVE-21586,3.1.0,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ColumnStatistics.java
HIVE-21586,3.1.0,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/CommitTxnRequest.java
HIVE-21586,3.1.0,standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/CompactionRequest.java
